cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa
Titular,136811,Afonso Hamm,PP,RS,Titular,CAPADR,camara
Suplente,178835,Afonso Motta,PDT,RS,Suplente,CAPADR,camara
Suplente.1,160527,Aguinaldo Ribeiro,PP,PB,Suplente,CAPADR,camara
Suplente.2,204495,Airton Faleiro,PT,PA,Suplente,CAPADR,camara
Suplente.3,204549,Aj Albuquerque,PP,CE,Suplente,CAPADR,camara
Suplente.4,160559,Alceu Moreira,MDB,RS,Suplente,CAPADR,camara
Suplente.5,204413,Alcides Rodrigues ,PRP,GO,Suplente,CAPADR,camara
Suplente.6,178833,Alexandre Serfiotis,PSD,RJ,Suplente,CAPADR,camara
Titular.1,204400,Aline Sleutjes,PSL,PR,Titular,CAPADR,camara
Suplente.7,178831,André Abdon,PP,AP,Suplente,CAPADR,camara
Suplente.8,141391,Arnaldo Jardim,PPS,SP,Suplente,CAPADR,camara
Titular.2,204414,Aroldo Martins,PRB,PR,Titular,CAPADR,camara
Suplente.9,109429,Benes Leocádio,PRB,RN,Suplente,CAPADR,camara
Titular.3,141335,Beto Faro,PT,PA,Titular,CAPADR,camara
Suplente.10,178948,Beto Rosado,PP,RN,Suplente,CAPADR,camara
Suplente.11,204561,Bira do Pindaré,PSB,MA,Suplente,CAPADR,camara
Suplente.12,160538,Bohn Gass,PT,RS,Suplente,CAPADR,camara
Titular.4,74052,Bosco Costa,PR,SE,Titular,CAPADR,camara
Suplente.13,178993,Carlos Henrique Gaguim,DEM,TO,Suplente,CAPADR,camara
Suplente.14,204426,Carlos Veras,PT,PE,Suplente,CAPADR,camara
Suplente.15,204369,Caroline de Toni,PSL,SC,Suplente,CAPADR,camara
Suplente.16,204370,Célio Moura,PT,TO,Suplente,CAPADR,camara
Suplente.17,141405,Celso Maldaner,MDB,SC,Suplente,CAPADR,camara
Suplente.18,205476,Charles Fernandes,PSD,BA,Suplente,CAPADR,camara
Suplente.19,204440,Christino Aureo,PP,RJ,Suplente,CAPADR,camara
Titular.5,135054,Cristiano Vale,PR,PA,Titular,CAPADR,camara
Titular.6,141411,Dagoberto Nogueira,PDT,MS,Titular,CAPADR,camara
Suplente.20,204367,Daniel Freitas,PSL,SC,Suplente,CAPADR,camara
Suplente.21,116379,Darci de Matos,PSD,SC,Suplente,CAPADR,camara
Suplente.22,160588,Diego Andrade,PSD,MG,Suplente,CAPADR,camara
Suplente.23,178929,Diego Garcia,PODE,PR,Suplente,CAPADR,camara
Titular.7,160599,Dimas Fabiano,PP,MG,Titular,CAPADR,camara
Titular.8,143632,Domingos Neto,PSD,CE,Titular,CAPADR,camara
Titular.9,160758,Domingos Sávio,PSDB,MG,Titular,CAPADR,camara
Titular.10,204434,Dra. Vanda Milani,SOLIDARI,AC,Titular,CAPADR,camara
Suplente.24,204351,Dr. Luiz Ovando,PSL,MS,Suplente,CAPADR,camara
Titular.11,161550,Emidinho Madeira,PSB,MG,Titular,CAPADR,camara
Suplente.25,207309,Enéias Reis,PSL,MG,Suplente,CAPADR,camara
Titular.12,204482,Euclydes Pettersen,PSC,MG,Titular,CAPADR,camara
Titular.13,178871,Evair Vieira de Melo,PP,ES,Titular,CAPADR,camara
Titular.14,178930,Evandro Roman,PSD,PR,Titular,CAPADR,camara
Suplente.26,178953,Expedito Netto,PSD,RO,Suplente,CAPADR,camara
Presidente,66828,Fausto Pinato,PP,SP,Titular,CAPADR,camara
Titular.15,66828,Fausto Pinato,PP,SP,Titular,CAPADR,camara
Titular.16,204510,Franco Cartafina,PP,MG,Titular,CAPADR,camara
Titular.17,204393,Frei Anastacio Ribeiro,PT,PB,Titular,CAPADR,camara
Suplente.27,204473,General Girão,PSL,RN,Suplente,CAPADR,camara
Suplente.28,204527,Geninho Zuliani,DEM,SP,Suplente,CAPADR,camara
Suplente.29,74383,Giacobo,PR,PR,Suplente,CAPADR,camara
Suplente.30,198197,Greyce Elias,AVANTE,MG,Suplente,CAPADR,camara
Titular.18,178964,Heitor Schuch,PSB,RS,Titular,CAPADR,camara
Titular.19,204436,Isnaldo Bulhões Jr.,MDB,AL,Titular,CAPADR,camara
Titular.20,160570,Jerônimo Goergen,PP,RS,Titular,CAPADR,camara
Suplente.31,204435,Jesus Sérgio,PDT,AC,Suplente,CAPADR,camara
Titular.21,178970,João Daniel,PT,SE,Titular,CAPADR,camara
TerceiroVice-Presidente,204386,Jose Mario Schreiner,DEM,GO,Titular,CAPADR,camara
Titular.22,204386,Jose Mario Schreiner,DEM,GO,Titular,CAPADR,camara
Titular.23,204474,Juarez Costa,MDB,MT,Titular,CAPADR,camara
Suplente.32,74317,Júlio Cesar,PSD,PI,Suplente,CAPADR,camara
Titular.24,204574,Junior Lourenço,PR,MA,Titular,CAPADR,camara
Suplente.33,204550,Júnior Mano,PR,CE,Suplente,CAPADR,camara
Suplente.34,204404,Lucas Redecker,PSDB,RS,Suplente,CAPADR,camara
Suplente.35,178931,Luciano Ducci,PSB,PR,Suplente,CAPADR,camara
Titular.25,178954,Lucio Mosquini,MDB,RO,Titular,CAPADR,camara
Titular.26,160645,Luiz Carlos,PSDB,AP,Titular,CAPADR,camara
SegundoVice-Presidente,162332,Luiz Nishimori,PR,PR,Titular,CAPADR,camara
Titular.27,162332,Luiz Nishimori,PR,PR,Titular,CAPADR,camara
Suplente.36,166402,Magda Mofatto,PR,GO,Suplente,CAPADR,camara
Suplente.37,204469,Manuel Marcos,PRB,AC,Suplente,CAPADR,camara
Titular.28,204471,Mara Rocha,PSDB,AC,Titular,CAPADR,camara
Titular.29,205863,Marcelo Brum,PSL,RS,Titular,CAPADR,camara
Titular.30,133810,Marcelo Moraes,PTB,RS,Titular,CAPADR,camara
Titular.31,160535,Marcon,PT,RS,Titular,CAPADR,camara
Titular.32,204403,Marlon Santos,PDT,RS,Titular,CAPADR,camara
Suplente.38,204566,Marreca Filho,PATRI,MA,Suplente,CAPADR,camara
Titular.33,204449,Nelson Barbudo,PSL,MT,Titular,CAPADR,camara
PrimeiroVice-Presidente,146307,Neri Geller,PP,MT,Titular,CAPADR,camara
Titular.34,146307,Neri Geller,PP,MT,Titular,CAPADR,camara
Suplente.39,194260,Nivaldo Albuquerque,PTB,AL,Suplente,CAPADR,camara
Suplente.40,204475,Otaci Nascimento,SOLIDARI,RR,Suplente,CAPADR,camara
Titular.35,204570,Pastor Gildenemyr,PMN,MA,Titular,CAPADR,camara
Suplente.41,204538,Paulo Bengtson,PTB,PA,Suplente,CAPADR,camara
Titular.36,204395,Pedro Lupion,DEM,PR,Titular,CAPADR,camara
Suplente.42,204406,Pedro Westphalen,PP,RS,Suplente,CAPADR,camara
Titular.37,204567,Raimundo Costa,PR,BA,Titular,CAPADR,camara
Titular.38,204489,Robério Monteiro,PDT,CE,Titular,CAPADR,camara
Titular.39,74305,Roberto Pessoa,PSDB,CE,Titular,CAPADR,camara
Suplente.43,204530,Rodrigo Agostinho,PSB,SP,Suplente,CAPADR,camara
Titular.40,160651,Rogério Peninha Mendonça,MDB,SC,Titular,CAPADR,camara
Suplente.44,204357,Rose Modesto,PSDB,MS,Suplente,CAPADR,camara
Titular.41,204399,Schiavinato,PP,PR,Titular,CAPADR,camara
Suplente.45,178933,Sergio Souza,MDB,PR,Suplente,CAPADR,camara
Suplente.46,204438,Sergio Toledo,PR,AL,Suplente,CAPADR,camara
Suplente.47,204437,Severino Pessoa,PRB,AL,Suplente,CAPADR,camara
Suplente.48,204360,Silvia Cristina,PDT,RO,Suplente,CAPADR,camara
Titular.42,197438,Tito,AVANTE,BA,Titular,CAPADR,camara
Suplente.49,178934,Toninho Wandscheer,PROS,PR,Suplente,CAPADR,camara
Titular.43,160610,Valmir Assunção,PT,BA,Titular,CAPADR,camara
Titular.44,141552,Valtenir Pereira,MDB,MT,Titular,CAPADR,camara
Titular.45,204396,Vermelho,PSD,PR,Titular,CAPADR,camara
Titular.46,204483,Vilson da Fetaemg,PSB,MG,Titular,CAPADR,camara
Suplente.50,204532,Vinicius Poit,NOVO,SP,Suplente,CAPADR,camara
Suplente.51,178952,Walter Alves,MDB,RN,Suplente,CAPADR,camara
Titular.47,178889,Zé Carlos,PT,MA,Titular,CAPADR,camara
Titular.48,160632,Zé Silva,SOLIDARI,MG,Titular,CAPADR,camara
Suplente,178835,Afonso Motta,PDT,RS,Suplente,CCTCI,camara
Suplente.1,204501,Alencar Santana Braga,PT,SP,Suplente,CCTCI,camara
Titular,204571,Alex Santana,PDT,BA,Titular,CCTCI,camara
Titular.1,74471,André de Paula,PSD,PE,Titular,CCTCI,camara
Titular.2,133439,André Figueiredo,PDT,CE,Titular,CCTCI,camara
Titular.3,73696,Angela Amin,PP,SC,Titular,CCTCI,camara
Suplente.2,141391,Arnaldo Jardim,PPS,SP,Suplente,CCTCI,camara
Suplente.3,141335,Beto Faro,PT,PA,Suplente,CCTCI,camara
Titular.4,204388,Bibo Nunes,PSL,RS,Titular,CCTCI,camara
Titular.5,204487,Capitão Wagner,PROS,CE,Titular,CCTCI,camara
Titular.6,204361,Carlos Chiodini,MDB,SC,Titular,CCTCI,camara
Suplente.4,204380,Celina Leão,PP,DF,Suplente,CCTCI,camara
Titular.7,204504,Cezinha de Madureira ,PSD,SP,Titular,CCTCI,camara
Titular.8,141408,Cleber Verde,PRB,MA,Titular,CCTCI,camara
Suplente.5,204367,Daniel Freitas,PSL,SC,Suplente,CCTCI,camara
Titular.9,204409,Daniel Trzeciak,PSDB,RS,Titular,CCTCI,camara
Titular.10,204511,David Soares,DEM,SP,Titular,CCTCI,camara
Suplente.6,164359,Delegado Waldir,PSL,GO,Suplente,CCTCI,camara
Suplente.7,143632,Domingos Neto,PSD,CE,Suplente,CCTCI,camara
Suplente.8,204518,Dr. Frederico,PATRI,MG,Suplente,CCTCI,camara
Suplente.9,178977,Eduardo Cury,PSDB,SP,Suplente,CCTCI,camara
Titular.11,171623,Fabio Reis,MDB,SE,Titular,CCTCI,camara
Suplente.10,204477,Felício Laterça,PSL,RJ,Suplente,CCTCI,camara
Suplente.11,204371,Felipe Rigoni,PSB,ES,Suplente,CCTCI,camara
Presidente,160666,Félix Mendonça Júnior,PDT,BA,Titular,CCTCI,camara
Titular.12,160666,Félix Mendonça Júnior,PDT,BA,Titular,CCTCI,camara
Titular.13,204484,General Peternelli,PSL,SP,Titular,CCTCI,camara
Titular.14,204394,Gervásio Maia,PSB,PB,Titular,CCTCI,camara
Suplente.12,204491,Gilberto Abramo,PRB,MG,Suplente,CCTCI,camara
Titular.15,73460,Gustavo Fruet,PDT,PR,Titular,CCTCI,camara
Suplente.13,178909,Hélio Leite,DEM,PA,Suplente,CCTCI,camara
Suplente.14,74848,Jandira Feghali,PCdoB,RJ,Suplente,CCTCI,camara
Titular.16,74273,Jefferson Campos,PSB,SP,Titular,CCTCI,camara
Suplente.15,178842,Jhc,PSB,AL,Suplente,CCTCI,camara
Suplente.16,204429,João H. Campos,PSB,PE,Suplente,CCTCI,camara
Suplente.17,205550,Jorge Braz,PRB,RJ,Suplente,CCTCI,camara
Titular.17,204372,Julio Cesar Ribeiro,PRB,DF,Titular,CCTCI,camara
Suplente.18,151208,Laercio Oliveira,PP,SE,Suplente,CCTCI,camara
Suplente.19,160534,Lauriete,PR,ES,Suplente,CCTCI,camara
Suplente.20,139285,Lídice da Mata,PSB,BA,Suplente,CCTCI,camara
Suplente.21,204405,Liziane Bayer,PSB,RS,Suplente,CCTCI,camara
Titular.18,204382,Loester Trutis,PSL,MS,Titular,CCTCI,camara
Suplente.23,204410,Luisa Canziani,PTB,PR,Suplente,CCTCI,camara
Suplente.22,204381,Luis Miranda,DEM,DF,Suplente,CCTCI,camara
Titular.19,74784,Luiza Erundina,PSOL,SP,Titular,CCTCI,camara
PrimeiroVice-Presidente,81055,Márcio Jerry,PCdoB,MA,Titular,CCTCI,camara
Titular.20,81055,Márcio Jerry,PCdoB,MA,Titular,CCTCI,camara
Suplente.24,204522,Marco Bertaiolli,PSD,SP,Suplente,CCTCI,camara
Suplente.25,204431,Marcos Aurélio Sampaio,MDB,PI,Suplente,CCTCI,camara
Suplente.26,204430,Margarete Coelho,PP,PI,Suplente,CCTCI,camara
Titular.21,171619,Margarida Salomão,PT,MG,Titular,CCTCI,camara
Suplente.27,204453,Natália Bonavides,PT,RN,Suplente,CCTCI,camara
Suplente.28,141516,Paulo Abi-Ackel,PSDB,MG,Suplente,CCTCI,camara
Suplente.29,193726,Paulo Eduardo Martins,PSC,PR,Suplente,CCTCI,camara
Suplente.30,160558,Paulo Freire Costa,PR,SP,Suplente,CCTCI,camara
Suplente.31,204461,Paulo Ganime,NOVO,RJ,Suplente,CCTCI,camara
Titular.22,74574,Paulo Magalhães,PSD,BA,Titular,CCTCI,camara
Suplente.32,204383,Professor Israel Batista,PV,DF,Suplente,CCTCI,camara
Suplente.33,178989,Renata Abreu,PODE,SP,Suplente,CCTCI,camara
Titular.23,152610,Roberto Alves,PRB,SP,Titular,CCTCI,camara
Titular.24,204530,Rodrigo Agostinho,PSB,SP,Titular,CCTCI,camara
Suplente.34,141531,Rodrigo de Castro,PSDB,MG,Suplente,CCTCI,camara
Suplente.35,73604,Rui Falcão,PT,SP,Suplente,CCTCI,camara
Suplente.36,160635,Ruy Carneiro,PSDB,PB,Suplente,CCTCI,camara
Titular.25,204535,Sâmia Bomfim,PSOL,SP,Titular,CCTCI,camara
Suplente.37,74356,Silas Câmara,PRB,AM,Suplente,CCTCI,camara
Suplente.38,204534,Tabata Amaral ,PDT,SP,Suplente,CCTCI,camara
Titular.26,206231,Ted Conti,PSB,ES,Titular,CCTCI,camara
Suplente.39,143084,Tiago Dimas,SOLIDARI,TO,Suplente,CCTCI,camara
Titular.27,204532,Vinicius Poit,NOVO,SP,Titular,CCTCI,camara
Titular.28,178992,Vitor Lippi,PSDB,SP,Titular,CCTCI,camara
Titular.29,204517,Zé Vitor,PMN,MG,Titular,CCTCI,camara
Suplente,204528,Adriana Ventura,NOVO,SP,Suplente,CCJC,camara
Suplente.1,74646,Aécio Neves,PSDB,MG,Suplente,CCJC,camara
Titular,178835,Afonso Motta,PDT,RS,Titular,CCJC,camara
Titular.1,160527,Aguinaldo Ribeiro,PP,PB,Titular,CCJC,camara
Titular.2,160559,Alceu Moreira,MDB,RS,Titular,CCJC,camara
Titular.3,204501,Alencar Santana Braga,PT,SP,Titular,CCJC,camara
Suplente.3,160545,Alexandre Leite,DEM,SP,Suplente,CCJC,camara
Suplente.2,178972,Alex Manente,PPS,SP,Suplente,CCJC,camara
Suplente.4,178927,Aliel Machado,PSB,PR,Suplente,CCJC,camara
Suplente.5,73696,Angela Amin,PP,SC,Suplente,CCJC,camara
Titular.4,160600,Arthur Oliveira Maia,DEM,BA,Titular,CCJC,camara
Suplente.6,160665,Augusto Coutinho,SOLIDARI,PE,Suplente,CCJC,camara
Suplente.7,160512,Aureo Ribeiro,SOLIDARI,RJ,Suplente,CCJC,camara
Titular.5,178948,Beto Rosado,PP,RN,Titular,CCJC,camara
PrimeiroVice-Presidente,204374,Bia Kicis,PSL,DF,Titular,CCJC,camara
Titular.6,204374,Bia Kicis,PSL,DF,Titular,CCJC,camara
Titular.7,141513,Bilac Pinto,DEM,MG,Titular,CCJC,camara
Suplente.8,204520,Cabo Junio Amaral,PSL,MG,Suplente,CCJC,camara
Suplente.9,178924,Capitão Fábio Abreu,PR,PI,Suplente,CCJC,camara
Suplente.10,204487,Capitão Wagner,PROS,CE,Suplente,CCJC,camara
Titular.8,204369,Caroline de Toni,PSL,SC,Titular,CCJC,camara
Suplente.11,204499,Cássio Andrade,PSB,PA,Suplente,CCJC,camara
Titular.9,141405,Celso Maldaner,MDB,SC,Titular,CCJC,camara
Suplente.12,204476,Chiquinho Brazão,AVANTE,RJ,Suplente,CCJC,camara
Suplente.13,204462,Chris Tonietto,PSL,RJ,Suplente,CCJC,camara
Titular.10,178939,Clarissa Garotinho,PROS,RJ,Titular,CCJC,camara
Suplente.14,141408,Cleber Verde,PRB,MA,Suplente,CCJC,camara
Suplente.15,204514,Coronel Tadeu,PSL,SP,Suplente,CCJC,camara
Suplente.16,141411,Dagoberto Nogueira,PDT,MS,Suplente,CCJC,camara
Titular.11,204367,Daniel Freitas,PSL,SC,Titular,CCJC,camara
Titular.12,160528,Danilo Cabral,PSB,PE,Titular,CCJC,camara
Titular.13,116379,Darci de Matos,PSD,SC,Titular,CCJC,camara
Suplente.17,73891,Darcísio Perondi,MDB,RS,Suplente,CCJC,camara
Suplente.18,204511,David Soares,DEM,SP,Suplente,CCJC,camara
Titular.14,178908,Delegado Éder Mauro,PSD,PA,Titular,CCJC,camara
Titular.15,204512,Delegado Marcelo Freitas,PSL,MG,Titular,CCJC,camara
Suplente.19,204569,Delegado Pablo,PSL,AM,Suplente,CCJC,camara
Titular.16,164359,Delegado Waldir,PSL,GO,Titular,CCJC,camara
Titular.17,178929,Diego Garcia,PODE,PR,Titular,CCJC,camara
Suplente.20,204518,Dr. Frederico,PATRI,MG,Suplente,CCJC,camara
Titular.18,204562,Edilázio Júnior,PSD,MA,Titular,CCJC,camara
Suplente.21,141417,Edio Lopes,PR,RR,Suplente,CCJC,camara
Titular.19,204541,Eduardo Bismarck,PDT,CE,Titular,CCJC,camara
Titular.20,178977,Eduardo Cury,PSDB,SP,Titular,CCJC,camara
Titular.21,204537,Enrico Misasi,PV,SP,Titular,CCJC,camara
Suplente.22,160575,Erika Kokay,PT,DF,Suplente,CCJC,camara
Suplente.23,178930,Evandro Roman,PSD,PR,Suplente,CCJC,camara
Titular.22,178953,Expedito Netto,PSD,RO,Titular,CCJC,camara
Suplente.24,204368,Fabio Schiochet,PSL,SC,Suplente,CCJC,camara
Titular.23,160587,Fábio Trad,PSD,MS,Titular,CCJC,camara
Presidente,204398,Felipe Francischini,PSL,PR,Titular,CCJC,camara
Titular.24,204398,Felipe Francischini,PSL,PR,Titular,CCJC,camara
Suplente.25,204354,Flávia Arruda,PR,DF,Suplente,CCJC,camara
Suplente.26,204392,Francisco Jr.,PSD,GO,Suplente,CCJC,camara
Titular.25,160669,Genecias Noronha,SOLIDARI,CE,Titular,CCJC,camara
Titular.26,204527,Geninho Zuliani,DEM,SP,Titular,CCJC,camara
Suplente.27,204394,Gervásio Maia,PSB,PB,Suplente,CCJC,camara
Titular.27,204575,Gil Cutrim,PDT,MA,Titular,CCJC,camara
Titular.28,204365,Gilson Marques ,NOVO,SC,Titular,CCJC,camara
Suplente.28,204531,Guilherme Derrite,PP,SP,Suplente,CCJC,camara
Suplente.29,204442,Gurgel,PSL,RJ,Suplente,CCJC,camara
Titular.29,178981,Herculano Passos,MDB,SP,Titular,CCJC,camara
Titular.30,178959,Hiran Gonçalves,PP,RR,Titular,CCJC,camara
Suplente.30,204436,Isnaldo Bulhões Jr.,MDB,AL,Suplente,CCJC,camara
Titular.31,74366,João Campos,PRB,GO,Titular,CCJC,camara
Titular.32,204429,João H. Campos,PSB,PE,Titular,CCJC,camara
Titular.33,204576,João Roma,PRB,BA,Titular,CCJC,camara
Titular.34,204468,Joenia Wapichana,REDE,RR,Titular,CCJC,camara
Titular.35,141470,José Guimarães,PT,CE,Titular,CCJC,camara
Titular.36,204563,Josimar Maranhãozinho,PR,MA,Titular,CCJC,camara
Titular.37,73586,Júlio Delgado,PSB,MG,Titular,CCJC,camara
Suplente.31,204502,Júnior Bozzella,PSL,SP,Suplente,CCJC,camara
Titular.38,204550,Júnior Mano,PR,CE,Titular,CCJC,camara
Suplente.32,204536,Kim Kataguiri,DEM,SP,Suplente,CCJC,camara
Titular.39,98057,Lafayette de Andrada,PRB,MG,Titular,CCJC,camara
Titular.40,204359,Léo Moraes,PODE,RO,Titular,CCJC,camara
Suplente.33,204404,Lucas Redecker,PSDB,RS,Suplente,CCJC,camara
Titular.41,160510,Luis Tibé,AVANTE,MG,Titular,CCJC,camara
Suplente.34,160645,Luiz Carlos,PSDB,AP,Suplente,CCJC,camara
Titular.42,204543,Luiz Flávio Gomes,PSB,SP,Titular,CCJC,camara
Titular.43,146788,Marcelo Aro,PHS,MG,Titular,CCJC,camara
Suplente.35,76874,Marcelo Freixo,PSOL,RJ,Suplente,CCJC,camara
Titular.44,204556,Marcelo Ramos ,PR,AM,Titular,CCJC,camara
Titular.45,179001,Márcio Biolchi,MDB,RS,Titular,CCJC,camara
Titular.46,204430,Margarete Coelho,PP,PI,Titular,CCJC,camara
Titular.47,74398,Maria do Rosário,PT,RS,Titular,CCJC,camara
Suplente.36,75431,Maurício Dziedricki,PTB,RS,Suplente,CCJC,camara
Suplente.37,74749,Mauro Lopes,MDB,MG,Suplente,CCJC,camara
Titular.48,74571,Nelson Pellegrino,PT,BA,Titular,CCJC,camara
Suplente.38,146307,Neri Geller,PP,MT,Suplente,CCJC,camara
Titular.49,204479,Nicoletti,PSL,RR,Titular,CCJC,camara
Suplente.39,74159,Odair Cunha,PT,MG,Suplente,CCJC,camara
Suplente.40,204498,Olival Marques,DEM,PA,Suplente,CCJC,camara
Suplente.41,178987,Orlando Silva,PCdoB,SP,Suplente,CCJC,camara
Suplente.42,204363,Osires Damaso,PSC,TO,Suplente,CCJC,camara
Titular.50,160642,Pastor Eurico,PATRI,PE,Titular,CCJC,camara
Titular.51,74160,Patrus Ananias,PT,MG,Titular,CCJC,camara
Titular.52,141516,Paulo Abi-Ackel,PSDB,MG,Titular,CCJC,camara
Titular.53,178860,Paulo Azi,DEM,BA,Titular,CCJC,camara
Titular.54,193726,Paulo Eduardo Martins,PSC,PR,Titular,CCJC,camara
Suplente.43,74574,Paulo Magalhães,PSD,BA,Suplente,CCJC,camara
Titular.55,141518,Paulo Pereira da Silva,SOLIDARI,SP,Titular,CCJC,camara
Titular.56,141488,Paulo Teixeira,PT,SP,Titular,CCJC,camara
Suplente.44,178912,Pedro Cunha Lima,PSDB,PB,Suplente,CCJC,camara
Suplente.45,160604,Pedro Uczai,PT,SC,Suplente,CCJC,camara
Suplente.46,204406,Pedro Westphalen,PP,RS,Suplente,CCJC,camara
Suplente.47,73486,Pompeo de Mattos,PDT,RS,Suplente,CCJC,camara
Suplente.48,160601,Pr. Marco Feliciano,PODE,SP,Suplente,CCJC,camara
Titular.57,204418,Professor Luizão Goulart,PRB,PR,Titular,CCJC,camara
Suplente.49,74161,Reginaldo Lopes,PT,MG,Suplente,CCJC,camara
Suplente.50,205865,Reinhold Stephanes Junior,PSD,PR,Suplente,CCJC,camara
Suplente.51,178989,Renata Abreu,PODE,SP,Suplente,CCJC,camara
Titular.58,73801,Renildo Calheiros,PCdoB,PE,Titular,CCJC,camara
Suplente.52,204362,Ricardo Guidi,PSD,SC,Suplente,CCJC,camara
Suplente.53,160651,Rogério Peninha Mendonça,MDB,SC,Suplente,CCJC,camara
Titular.59,73466,Rubens Bueno,PPS,PR,Titular,CCJC,camara
Suplente.54,74371,Rubens Otoni,PT,GO,Suplente,CCJC,camara
Suplente.55,73604,Rui Falcão,PT,SP,Suplente,CCJC,camara
Titular.60,178990,Samuel Moreira,PSDB,SP,Titular,CCJC,camara
Titular.61,204438,Sergio Toledo,PR,AL,Titular,CCJC,camara
Suplente.56,178874,Sergio Vidigal,PDT,ES,Suplente,CCJC,camara
Titular.62,178961,Shéridan,PSDB,RR,Titular,CCJC,camara
Suplente.57,204425,Silvio Costa Filho,PRB,PE,Suplente,CCJC,camara
Suplente.58,178947,Sóstenes Cavalcante,DEM,RJ,Suplente,CCJC,camara
Titular.63,177282,Subtenente Gonzaga,PDT,MG,Titular,CCJC,camara
Suplente.59,178922,Tadeu Alencar,PSB,PE,Suplente,CCJC,camara
Titular.64,204464,Talíria Petrone,PSOL,RJ,Titular,CCJC,camara
Suplente.60,157130,Túlio Gadêlha ,PDT,PE,Suplente,CCJC,camara
Suplente.61,204416,Ubiratan Sanderson,PSL,RS,Suplente,CCJC,camara
Suplente.62,141552,Valtenir Pereira,MDB,MT,Suplente,CCJC,camara
Suplente.63,137070,Vicentinho Júnior,PR,TO,Suplente,CCJC,camara
Titular.65,74044,Wilson Santiago,PTB,PB,Titular,CCJC,camara
Suplente.64,160592,Zeca Dirceu,PT,PR,Suplente,CCJC,camara
Titular,204379,Acácio Favacho,PROS,AP,Titular,CDC,camara
Suplente,204571,Alex Santana,PDT,BA,Suplente,CDC,camara
Suplente.1,204423,André Ferreira,PSC,PE,Suplente,CDC,camara
Suplente.2,204515,André Janones,AVANTE,MG,Suplente,CDC,camara
Suplente.3,160512,Aureo Ribeiro,SOLIDARI,RJ,Suplente,CDC,camara
Titular.1,204358,Beto Pereira,PSDB,MS,Titular,CDC,camara
Titular.2,204370,Célio Moura,PT,TO,Titular,CDC,camara
Titular.3,73441,Celso Russomanno,PRB,SP,Titular,CDC,camara
Titular.4,204476,Chiquinho Brazão,AVANTE,RJ,Titular,CDC,camara
Titular.5,204514,Coronel Tadeu,PSL,SP,Titular,CDC,camara
Suplente.4,116379,Darci de Matos,PSD,SC,Suplente,CDC,camara
Suplente.5,204518,Dr. Frederico,PATRI,MG,Suplente,CDC,camara
Titular.6,141422,Efraim Filho,DEM,PB,Titular,CDC,camara
Titular.7,204364,Eli Borges,SOLIDARI,TO,Titular,CDC,camara
Suplente.6,160532,Eli Corrêa Filho,DEM,SP,Suplente,CDC,camara
Titular.8,160640,Eros Biondini,PROS,MG,Titular,CDC,camara
Suplente.7,204510,Franco Cartafina,PP,MG,Suplente,CDC,camara
Titular.9,204494,Fred Costa,PATRI,MG,Titular,CDC,camara
Titular.10,204442,Gurgel,PSL,RJ,Titular,CDC,camara
Suplente.8,141458,João Carlos Bacelar,PR,BA,Suplente,CDC,camara
Presidente,141459,João Maia,PR,RN,Titular,CDC,camara
Titular.11,141459,João Maia,PR,RN,Titular,CDC,camara
Titular.12,205550,Jorge Braz,PRB,RJ,Titular,CDC,camara
Suplente.9,204391,José Nelto,PODE,GO,Suplente,CDC,camara
Suplente.10,73586,Júlio Delgado,PSB,MG,Suplente,CDC,camara
Suplente.11,150418,Márcio Marinho,PRB,BA,Suplente,CDC,camara
Titular.13,90201,Pedro Augusto Bezerra,PTB,CE,Titular,CDC,camara
Titular.14,73943,Perpétua Almeida,PCdoB,AC,Titular,CDC,camara
Suplente.12,160655,Ricardo Izar,PP,SP,Suplente,CDC,camara
Titular.15,178920,Ricardo Teobaldo,PODE,PE,Titular,CDC,camara
Suplente.13,74305,Roberto Pessoa,PSDB,CE,Suplente,CDC,camara
Suplente.14,178922,Tadeu Alencar,PSB,PE,Suplente,CDC,camara
Titular.16,178863,Uldurico Junior,PPL,BA,Titular,CDC,camara
Suplente.15,195866,Vaidon Oliveira,PROS,CE,Suplente,CDC,camara
Suplente.16,141552,Valtenir Pereira,MDB,MT,Suplente,CDC,camara
Titular.17,141555,Vinicius Carvalho,PRB,SP,Titular,CDC,camara
Titular.18,160518,Weliton Prado,PROS,MG,Titular,CDC,camara
Suplente.17,74439,Wolney Queiroz,PDT,PE,Suplente,CDC,camara
Titular,121948,Adriano do Baldy,PP,GO,Titular,CDU,camara
Titular.1,160508,Afonso Florence,PT,BA,Titular,CDU,camara
Titular.2,160589,Bruna Furlan,PSDB,SP,Titular,CDU,camara
Suplente,204552,Eduardo Braide,PMN,MA,Suplente,CDU,camara
Titular.3,141434,Flaviano Melo,MDB,AC,Titular,CDU,camara
Titular.4,204392,Francisco Jr.,PSD,GO,Titular,CDU,camara
Suplente.1,73460,Gustavo Fruet,PDT,PR,Suplente,CDU,camara
Suplente.2,204429,João H. Campos,PSB,PE,Suplente,CDU,camara
PrimeiroVice-Presidente,204472,José Medeiros,PODE,MT,Titular,CDU,camara
Titular.5,204472,José Medeiros,PODE,MT,Titular,CDU,camara
SegundoVice-Presidente,204391,José Nelto,PODE,GO,Titular,CDU,camara
