id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,autor_nome,autor_uf,autor_partido,regime_tramitacao,forma_apreciacao,relator_nome,id_leggo
2241882,PL,957,Estabelece a redução emergencial de valores de locação de imóveis comerciais urbanos e dá outras providências. ,2020-03-24T17:01:00Z,camara,camara,Helder Salomão,ES,PT,Urgência,Plenário,Relator não encontrado,279
2241858,PL,936,"Altera a Lei nº 8.245, de 18 de outubro de 1991, que dispõe sobre as locações dos imóveis urbanos e os procedimentos a elas pertinentes, enquanto durar as medidas de enfrentamento da emergência de saúde pública decorrente do coronavírus - COVID-19. ",2020-03-24T15:20:00Z,camara,camara,Luis Miranda,DF,DEM,Urgência,Plenário,Relator não encontrado,280
2241695,PL,827,"Suspende pelo período de 90 (noventa) dias em razão da Pandemia do COVID-19, a execução das ordens de despejo de locações de imóveis residenciais e comerciais e dá outras providências. ",2020-03-23T10:17:00Z,camara,camara,André Janones,MG,AVANTE,Urgência,Plenário,Relator não encontrado,281
2242684,PL,1411,"Autoriza os profissionais de saúde a deduzirem da base de cálculo do Imposto de Renda de Pessoa Física, de que trata a Lei n 9.250 de 26 de dezembro de 1995, a aquisição de equipamentos de proteção individual – EPI, adquiridos entre o período de 26 de fevereiro de 2020 e enquanto durar à emergência de saúde pública de importância internacional em decorrência da Infecção Humana pelo coronavírus (COVID19) até o limite individual de R$ 3.500,00 (três mil e quinhentos reais). ",2020-04-01T15:51:00Z,camara,camara,Acácio Favacho+Capitão Wagner+Clarissa Garotinho+Toninho Wandscheer+Weliton Prado,AP+CE+RJ+PR+MG,PROS+PROS+PROS+PROS+PROS,Prioridade,Conclusiva,Relator não encontrado,282
2242731,PL,1436,"Determina a prorrogação do prazo de entrega da declaração do Imposto de Renda de Pessoa Física por 60 dias em virtude do estado de calamidade pública decretada pelo Congresso Nacional, em decorrência da pandemia de coronavírus. ",2020-04-01T20:24:00Z,camara,camara,Paulo Pimenta,RS,PT,Prioridade,Conclusiva,Relator não encontrado,283
2242630,PL,1367,"Altera os termos da Lei n° 8.245 de 18 de outubro de 1991 (Lei do Inquilinato), relativamente à suspensão da propositura de Ações de Despejo em face de inadimplência em contratos de locação durante o período de enfrentamento do estado de calamidade pública, reconhecida pelo Decreto Legislativo n° 6, de 20 de Março de 2020, e da emergência de saúde pública de importância internacional decorrente do Coronavírus (COVID-19), decretada pelo Ministro de Estado da Saúde, em 3 de fevereiro de 2020, como forma de auxiliar na preservação de empregos.. ",2020-03-31T21:32:00Z,camara,camara,Christino Aureo,RJ,PP,Urgência,Plenário,Relator não encontrado,284
2242500,PL,1312,"Prevê, como medidas alternativas à dissolução de contratos de locação de imóvel não residencial urbano, na constância do estado de calamidade pública reconhecido pelo Congresso Nacional, em decorrência da pandemia internacional ocasionada pela infecção humana pelo coronavírus SARS-CoV-2 (COVID-19), a possibilidade de redução do valor dos respectivos aluguéis em cinquenta por cento, ou, alternativamente, a possibilidade de que os aluguéis deixem de ser cobrados, pelo prazo mínimo de três meses. ",2020-03-31T13:49:00Z,camara,camara,Carlos Sampaio,SP,PSDB,Urgência,Plenário,Relator não encontrado,285
2242555,PL,1340,"Suspende as execuções de ação de despejo até 31 de dezembro de 2020, e permite que os valores de alugueis atrasados sejam negociados a partir de 31 de outubro de 2020 ",2020-03-31T19:16:00Z,camara,camara,Alexandre Frota,SP,PSDB,Urgência,Plenário,Relator não encontrado,286
2242577,PL,1354,Propõe o adiamento da entrega da declaração do imposto de renda de 2020. ,2020-03-31T20:58:00Z,camara,camara,Chiquinho Brazão,RJ,AVANTE,Prioridade,Conclusiva,Relator não encontrado,287
2242716,PL,1432,"Faculta aos locatários de imóveis comerciais o direito de requerer abatimento no valor da locação, proporcional ao número de dias em que houver redução ou interrupção das atividades comerciais por força das medidas de isolamento e quarentena previstas na Lei nº 13.979, de 6 de fevereiro de 2020. ",2020-04-01T14:37:00Z,camara,camara,Ricardo Izar,SP,PP,Urgência,Plenário,Relator não encontrado,288
2242354,PL,1246,"Suspende a decretação ou o cumprimento, se tiverem sido decretadas, de ordens judiciais de despejo de locatários de imóveis urbanos locados sob a regência da Lei nº 8.245, de 18 de outubro de 1991, por motivo de falta de pagamento de aluguel e demais encargos contratuais e legais devidos enquanto perdurar o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, ou de emergência de saúde internacional decorrente do coronavírus responsável pelo surto de 2019 da doença covid-19, que foi decretada pelo Ministro de Estado da Saúde, em 3 de fevereiro de 2020, nos termos do disposto na Lei nº 13.979, de 6 de fevereiro de 2020. ",2020-03-30T15:29:00Z,camara,camara,Luiz Antônio Corrêa,RJ,PL,Urgência,Plenário,Relator não encontrado,289
2244924,PL,1684,Proíbe o cumprimento de mandados de reintegração de posse durante o período de calamidade pública decretado em razão da COVID-19 ,2020-04-07T18:00:00Z,camara,camara,Alencar Santana Braga+Carlos Veras+Célio Moura+Frei Anastacio Ribeiro+João Daniel+Jorge Solla+José Guimarães+José Ricardo+Maria do Rosário+Patrus Ananias+Paulo Teixeira+Professora Rosa Neide+Rogério Correia+Valmir Assunção,SP+PE+TO+PB+SE+BA+CE+AM+RS+MG+SP+MT+MG+BA,PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT,Urgência,Plenário,Relator não encontrado,290
2247366,PL,1784,"Suspende, enquanto perdurar o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020,a concessão ou orespectivo cumprimento, se já houver sidoconcedido, de mandado judicialpara areintegração de posse de bem imóvel, urbano ou rural, de propriedade pública ou privada, nas hipóteses que especifica. ",2020-04-10T16:52:00Z,camara,camara,Paulo Teixeira,SP,PT,Urgência,Plenário,Relator não encontrado,291
2243066,PL,1552,"Dispõe sobre a proteção de mulheres em situação de violência durante a vigência do estado de calamidade pública, com efeitos até 31 de dezembro de 2020, ou enquanto durarem medidas de quarentena e restrições de atividades no contexto da pandemia do COVID-19 (Novo Coronavírus). ",2020-04-03T19:55:00Z,camara,camara,David Miranda+Dulce Miranda+Edmilson Rodrigues+Erika Kokay+Fernanda Melchionna+Leda Sadala+Lídice da Mata+Luisa Canziani+Luiza Erundina+Mara Rocha+Margarida Salomão+Maria do Rosário+Norma Ayub+Patricia Ferraz+Paula Belmonte+Perpétua Almeida+Professora Dorinha Seabra Rezende+Professora Rosa Neide+Rejane Dias+Sâmia Bomfim+Tabata Amaral+Talíria Petrone+Tereza Nelma,RJ+TO+PA+DF+RS+AP+BA+PR+SP+AC+MG+RS+ES+AP+DF+AC+TO+MT+PI+SP+SP+RJ+AL,PSOL+MDB+PSOL+PT+PSOL+AVANTE+PSB+PTB+PSOL+PSDB+PT+PT+DEM+PODE+CIDADANIA+PCdoB+DEM+PT+PT+PSOL+PDT+PSOL+PSDB,Urgência,Plenário,Relator não encontrado,292
2247343,PL,1768,Dispõe sobre obrigatoriedade da permanência em tempo integral do profissional fisioterapeuta em unidades de terapia intensiva. ,2020-04-09T17:12:00Z,camara,camara,Sergio Vidigal,ES,PDT,Urgência,Plenário,Relator não encontrado,293
2243110,PL,1583,"Estabelece desconto de 70% (setenta por cento) nos alugueis mensais de lojas que estejam localizadas em centros comerciais e shoppings centers que estejam com portas fechadas enquanto durar os efeitos do decreto legislativo n° 6 de 20 de março de 2020, e dá outras providências. ",2020-04-06T13:44:00Z,camara,camara,Alexandre Frota,SP,PSDB,Urgência,Plenário,Relator não encontrado,294
2248273,PL,1902,"Altera a Lei nº 8.254, de 18 de outubro de 1991, que dispõe sobre as locações dos imóveis urbanos e os procedimentos a elas pertinentes, para proibir despejos durante o estado de calamidade pública e dá outras providências. ",2020-04-15T14:57:00Z,camara,camara,Rejane Dias,PI,PT,Urgência,Plenário,Relator não encontrado,295
2250411,PL,2108,Reduz as alíquotas do PIS/PASEP e da COFINS incidentes na importação e na comercialização do mercado interno e isenta do Imposto sobre Produtos Industrializados (IPI) bens relacionados ao combate da pandemia do Coronavírus (COVID-19). ,2020-04-22T20:32:00Z,camara,camara,Joice Hasselmann,SP,PSL,Prioridade,Conclusiva,Relator não encontrado,296
2250380,PL,2093,"Altera a Lei nº 8.245, de 18 de outubro de 1991, durante a pandemia do novo coronavírus (COVID-19), para suspender o cumprimento de sentença das ações de despejo até 31 de outubro de 2020. ",2020-04-22T17:35:00Z,camara,camara,Fausto Pinato,SP,PP,Urgência,Plenário,Relator não encontrado,297
2248022,PL,1842,"Cria o Programa de Compra de Alimentos do Pequeno Agricultor - PROCAPA, durante o estado de calamidade pública provocado pelo Coronavírus (COVID-19) ",2020-04-14T20:04:00Z,camara,camara,Paulo Ramos,RJ,PDT,Urgência,Plenário,Relator não encontrado,298
2247988,PL,1831,Permite ao locatários de imóveis residenciais e comerciais a suspensão dos contratos de aluguéis ou a redução dos valores em decorrência das medidas de isolamento e quarentena prevista na lei 13979 de 6 de fevereiro de 2020. ,2020-04-13T16:26:00Z,camara,camara,Luiz Carlos Motta,SP,PL,Urgência,Plenário,Relator não encontrado,299
2247994,PL,1834,"Altera a Lei no. 8.245, de 1991, que dispõe sobre as locações de imóveis urbanos, e dá outras providências. ",2020-04-13T16:58:00Z,camara,camara,João Daniel,SE,PT,Urgência,Plenário,Relator não encontrado,300
2252029,PL,2506,"Altera o artigo 273 do Decreto Lei n° 2.848, de 7 de dezembro de 1940 - Código Penal Brasileiro, para aumentar a pena prevista para o crime de falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais. ",2020-05-08T17:59:00Z,camara,camara,Jerônimo Goergen,RS,PP,Urgência,Plenário,Relator não encontrado,301
2252034,PL,2508,"Acrescenta alínea I ao parágrafo 3º do Art. 2º da Lei nº 13.982, de 2 de abril de 2020, que dispõe sobre a operacionalização do pagamento da Renda Básica Emergencial, para assegurar à mulher provedora a concessão do benefício, salvo se comprovada a guarda unilateral do homem provedor; e dá outras providências.

NOVA EMENTA: Altera a Lei nº 13.982, de 2 de abril de 2020, para estabelecer medidas de proteção à mulher provedora de família monoparental em relação ao recebimento do auxílio emergencial de que trata o art. 2º da Lei nº 13.982, de 2 de abril de 2020; e dá outras providências ",2020-05-08T18:34:00Z,camara,camara,Afonso Florence+Airton Faleiro+Alencar Santana Braga+Alessandro Molon+Alexandre Padilha+Arlindo Chinaglia+Assis Carvalho+Benedita da Silva+Beto Faro+Bohn Gass+Carlos Veras+Carlos Zarattini+Célio Moura+David Miranda+Edmilson Rodrigues+Enio Verri+Erika Kokay+Fernanda Melchionna+Frei Anastacio Ribeiro+Glauber Braga+Gleisi Hoffmann+Helder Salomão+Henrique Fontana+Ivan Valente+João Daniel+Jorge Solla+José Airton Félix Cirilo+José Guimarães+José Ricardo+Joseildo Ramos+Leonardo Monteiro+Luiza Erundina+Luizianne Lins+Marcelo Freixo+Marcon+Margarida Salomão+Maria do Rosário+Marília Arraes+Natália Bonavides+Nilto Tatto+Odair Cunha+Padre João+Patrus Ananias+Paulão+Paulo Guedes+Paulo Pimenta+Paulo Teixeira+Pedro Uczai+Perpétua Almeida+Professora Rosa Neide+Reginaldo Lopes+Rejane Dias+Rogério Correia+Rubens Otoni+Rui Falcão+Sâmia Bomfim+Tabata Amaral+Talíria Petrone+Valmir Assunção+Vander Loubet+Vicentinho+Waldenor Pereira+Zé Carlos+Zé Neto+Zeca Dirceu,BA+PA+SP+RJ+SP+SP+PI+RJ+PA+RS+PE+SP+TO+RJ+PA+PR+DF+RS+PB+RJ+PR+ES+RS+SP+SE+BA+CE+CE+AM+BA+MG+SP+CE+RJ+RS+MG+RS+PE+RN+SP+MG+MG+MG+AL+MG+RS+SP+SC+AC+MT+MG+PI+MG+GO+SP+SP+SP+RJ+BA+MS+SP+BA+MA+BA+PR,PT+PT+PT+PSB+PT+PT+PT+PT+PT+PT+PT+PT+PT+PSOL+PSOL+PT+PT+PSOL+PT+PSOL+PT+PT+PT+PSOL+PT+PT+PT+PT+PT+PT+PT+PSOL+PT+PSOL+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PCdoB+PT+PT+PT+PT+PT+PT+PSOL+PDT+PSOL+PT+PT+PT+PT+PT+PT+PT,Urgência,Plenário,Dep. Professora Dorinha Seabra Rezende (DEM-TO),302
2251884,PL,2444,Isenta de impostos federais a produção e importação de aparelho de medição de oxigênio na corrente sanguínea (oxímetro) durante a vigência do estado de calamidade decorrente da pandemia do novo coronavírus. ,2020-05-06T17:38:00Z,camara,camara,Léo Moraes,RO,PODE,Prioridade,Conclusiva,Relator não encontrado,303
2251889,PL,2447,"Isenta do Imposto de Produtos Industrializados – IPI, PIS/Pasep e da CONFINS incidentes na fabricação de aparelhos respiratórios utilizados para o tratamento de pacientes da pandemia do Coronavírus – COVID 19, durante o Estado de Calamidade Pública e dá outras providências. Altera as Leis nº 4.502, de 1964 e 9.718, de 1998.",2020-05-06T18:08:00Z,camara,camara,Rejane Dias,PI,PT,Prioridade,Conclusiva,Relator não encontrado,304
2253356,PL,2801,"Altera a Lei n° 13.982, de 02 de abril de 2020, para estabelecer a natureza alimentar do benefício emergencial; vedando penhora, bloqueio ou desconto que vise o pagamento de dívidas ou prestações, salvo em caso de pensão alimentícia. ",2020-05-20T18:36:00Z,camara,camara,Alexandre Leite+Efraim Filho+Luis Miranda,SP+PB+DF,DEM+DEM+DEM,Urgência,Plenário,Relator não encontrado,305
2253353,PL,2798,Institui programa de apoio extraordinário à produção de hortifrutigranjeiros no período de influência das medidas de saúde pública adotadas para o controle da pandemia do novo coronavírus. ,2020-05-20T18:19:00Z,camara,camara,Evair Vieira de Melo,ES,PP,Urgência,Plenário,Relator não encontrado,306
2239120,PL,647,"Altera a Lei nº 8.036, de 11 de maio de 1990 (FGTS), para possibilitar o saque do saldo do FGTS em casos de estado de emergência ou calamidade pública. ",2020-03-17T08:59:00Z,camara,camara,Adriana Ventura+Jhc+Patricia Ferraz+Paulo Ganime+Rodrigo Coelho+Vinicius Poit,SP+AL+AP+RJ+SC+SP,NOVO+PSB+PODE+NOVO+PSB+NOVO,Prioridade,Plenário,Relator não encontrado,307
2238884,PL,611,Cria o Diário de Reclamações dos Consumidores e dá outras providências. ,2020-03-11T15:25:00Z,camara,camara,Márcio Marinho,BA,REPUBLICANOS,Prioridade,Plenário,Relator não encontrado,308
2238896,PL,615,"Projeto de Lei que altera a Lei nº 8.036, de 11 de maio de 1990 (FGTS), para possibilitar o saque do saldo do FGTS em caso de desastres. ",2020-03-11T17:18:00Z,camara,camara,Adriana Ventura+Alexis Fonteyne+Lucas Gonzalez+Marcel van Hattem+Paulo Ganime+Tiago Mitraud+Vinicius Poit,SP+SP+MG+RS+RJ+MG+SP,NOVO+NOVO+NOVO+NOVO+NOVO+NOVO+NOVO,Prioridade,Plenário,Relator não encontrado,309
2238875,PL,608,"Altera a Lei nº 9.427, de 26 de dezembro de 1996, para vedar a suspensão do fornecimento de energia elétrica, por inadimplemento da fatura, a unidade consumidora onde resida portador de doença ou patologia cujo tratamento ou procedimento médico requeira o uso continuado de aparelhos, equipamentos ou instrumentos que, para o seu funcionamento, demandem consumo de energia elétrica. ",2020-03-11T14:24:00Z,camara,camara,Rejane Dias,PI,PT,Prioridade,Plenário,Relator não encontrado,310
2238985,PL,623,"Altera o art. 82 da Lei nº 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente. ",2020-03-11T19:44:00Z,camara,camara,Igor Kannário,BA,DEM,Prioridade,Conclusiva,Relator não encontrado,311
2238866,PL,603,"Altera a Lei nº 11.340, de 7 de agosto de 2006 - Lei Maria da penha e cria o Programa Moradia Social destinado às mulheres vítimas de violência doméstica e dá outras providências. ",2020-03-11T14:19:00Z,camara,camara,Rejane Dias,PI,PT,Prioridade,Plenário,Relator não encontrado,312
2238702,PL,595,"Assegura os direitos dos consumidores quando do cancelamento total ou parcial dos contratos de prestação dos serviços de telecomunicações e dá outras providências Altera a Lei nº 9.472, de 1997.",2020-03-11T11:46:00Z,camara,camara,João Maia,RN,PL,Prioridade,Plenário,Relator não encontrado,313
2238882,PL,610,"Altera a Lei n º 6.088, de 16 de julho de 1974, que dispõe sobre a criação da Companhia de Desenvolvimento do Vale do São Francisco - CODEVASF, para incluir todas as bacias hidrográficas do Nordeste em sua jurisdição. ",2020-03-11T15:06:00Z,camara,camara,Walter Alves,RN,MDB,Prioridade,Plenário,Relator não encontrado,314
2241742,PL,846,"Inclui, entre os direitos assegurados às pessoas afetadas por medidas adotadas no enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus (COVID-19), a vedação à suspensão ou à rescisão unilateral do contrato individual de Plano Privado de Assistência à Saúde ou dos contratos de produtos de que trata o § 1º do art. 1º da Lei nº 9.656, de 3 de junho de 1998. ",2020-03-23T17:05:00Z,camara,camara,Acácio Favacho+Capitão Wagner,AP+CE,PROS+PROS,Prioridade,Conclusiva,Relator não encontrado,315
2241870,PL,948,"Altera a lei 13.979/2020 para dispor sobre as medidas protetivas ao contribuinte para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19), decretada pelo Ministro de Estado da Saúde, em 3 de fevereiro de 2020, nos termos do disposto na Lei nº 13.979, de 6 de fevereiro de 2020. ",2020-03-24T16:18:00Z,camara,camara,Jhc,AL,PSB,Prioridade,Conclusiva,Relator não encontrado,316
2242188,PL,1117,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde, para estabelecer a vedação de reajuste das mensalidades dos Planos Privados de Assistência à Saúde, enquanto durarem os efeitos do Estado de Calamidade Pública, declarado pelo Decreto Legislativo nº 6, de 2020 decorrente da Pandemia do Coronavírus (Covid-19), e para determinar a vedação temporária da suspensão ou rescisão unilateral dos contratos dos Planos Privados de Assistência à Saúde, pelo prazo de 90 dias. ",2020-03-26T21:46:00Z,camara,camara,Acácio Favacho+Capitão Wagner,AP+CE,PROS+PROS,Prioridade,Conclusiva,Relator não encontrado,317
2242048,PL,1023,Proíbe a suspensão de serviços médicos contratados em planos de saúde ,2020-03-25T16:46:00Z,camara,camara,Alencar Santana Braga+Alexandre Padilha+Carlos Veras+Célio Moura+Frei Anastacio Ribeiro+João Daniel+Jorge Solla+José Guimarães+José Ricardo+Marília Arraes+Nilto Tatto+Patrus Ananias+Paulo Pimenta+Paulo Teixeira+Professora Rosa Neide,SP+SP+PE+TO+PB+SE+BA+CE+AM+PE+SP+MG+RS+SP+MT,PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT+PT,Prioridade,Conclusiva,Relator não encontrado,318
2241881,PL,956,Prorroga o prazo para a apresentação da Declaração de Ajuste Anual do Imposto sobre a Renda da Pessoa Física referente ao exercício de 2020. ,2020-03-24T16:48:00Z,camara,camara,Adriana Ventura+Alexis Fonteyne+Gilson Marques+Marcel van Hattem+Vinicius Poit,SP+SP+SC+RS+SP,NOVO+NOVO+NOVO+NOVO+NOVO,Prioridade,Conclusiva,Relator não encontrado,319
2241958,PL,999,"Determina a redefinição do prazo de entrega do Imposto de Renda de Pessoa Física em virtude do estado de calamidade pública decretada pelo Congresso Nacional, em decorrência da pandemia do Covid-19. ",2020-03-25T12:28:00Z,camara,camara,Eduardo Bismarck,CE,PDT,Prioridade,Conclusiva,Relator não encontrado,320
2242572,PL,1352,Altera o prazo de declaração de Imposto de Renda de Pessoa Física no ano de 2020 diante do estado de calamidade pública decretado pelo Congresso Nacional. ,2020-03-31T19:54:00Z,camara,camara,Pedro Augusto Bezerra,CE,PTB,Prioridade,Conclusiva,Relator não encontrado,321
2242340,PL,1241,Dispõe sobre medidas de proteção a população brasileira durante a pandemia do COVID-19 (coronavírus). ,2020-03-30T14:09:00Z,camara,camara,Aroldo Martins,PR,REPUBLICANOS,Prioridade,Conclusiva,Relator não encontrado,322
2242507,PL,1318,"Suspende o corte de plano de saúde por inadimplência durante o Estado de Emergência de Saúde Pública de Importância Nacional (ESPIN), declarado em razão da pandemia do COVID-19. ",2020-03-31T15:27:00Z,camara,camara,André Fufuca,MA,PP,Prioridade,Conclusiva,Relator não encontrado,323
2242802,PL,1477,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para vedar a rescisão de contratos de planos de saúde motivada por inadimplência durante estados de calamidade pública reconhecida pelo Congresso Nacional. ",2020-04-02T16:32:00Z,camara,camara,Marx Beltrão,AL,PSD,Prioridade,Conclusiva,Relator não encontrado,324
2242762,PL,1443,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir reajustes de planos de saúde durante a emergência sanitária do coronavírus e vedar a negativa de atendimento no caso de inadimplência. ",2020-04-02T10:22:00Z,camara,camara,Alice Portugal,BA,PCdoB,Prioridade,Conclusiva,Relator não encontrado,325
2242359,PL,1249,Dispõe sobre o reajuste dos Planos de Saúde em todo o território nacional. ,2020-03-30T15:59:00Z,camara,camara,Aline Gurgel,AP,REPUBLICANOS,Prioridade,Conclusiva,Relator não encontrado,326
2242301,PL,1213,"Prorroga o prazo para a apresentação da Declaração de Ajuste Anual do Imposto de Renda Pessoa Física referente ao exercício de 2020, no ano-calendário de 2019, em decorrência da emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-19). ",2020-03-30T12:37:00Z,camara,camara,Rubens Bueno,PR,CIDADANIA,Prioridade,Conclusiva,Relator não encontrado,327
2247363,PL,1781,"Altera a Lei no 11.101, de 9 de fevereiro de 2005, para, em virtude da pandemia ocasionada pelo novo coronavírus, criar regras transitórias ao processo de recuperação  judicial do empresario, da EIRELI e da sociedade empresária. ",2020-04-10T10:58:00Z,camara,camara,Domingos Neto,CE,PSD,Urgência,Plenário,Relator não encontrado,328
2247334,PL,1763,"Estabelece a proibição de cobrança  de multa ou juros por atraso nas prestações referentes aos planos de saúde, enquanto estiver em vigência do Decreto Legislativo n° 6 de 20 de março de 2020 ",2020-04-09T15:42:00Z,camara,camara,Alexandre Frota,SP,PSDB,Prioridade,Conclusiva,Relator não encontrado,329
2244164,PL,1639,"Suspende, pelo prazo que menciona, o ajuste anual de preços dos planos privados de assistência à saúde para o ano de 2020. ",2020-04-07T09:56:00Z,camara,camara,Bira do Pindaré+Danilo Cabral+Denis Bezerra+Felipe Carreras+Luciano Ducci+Mauro Nazif,MA+PE+CE+PE+PR+RO,PSB+PSB+PSB+PSB+PSB+PSB,Prioridade,Conclusiva,Relator não encontrado,330
2247064,PL,1747,"Altera o parágrafo único, transformando-o em parágrafo primeiro e inclui parágrafo segundo ao artigo 13 da lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde. ",2020-04-09T11:19:00Z,camara,camara,Francisco Jr.,GO,PSD,Prioridade,Conclusiva,Relator não encontrado,331
2248503,PL,1927,Prorroga por 60 (sessenta) dias o Exame Nacional do Ensino Médio para o ano de 2020. ,2020-04-15T18:46:00Z,camara,camara,Alexandre Frota,SP,PSDB,Prioridade,Plenário,Relator não encontrado,332
2248287,PL,1907,"Assegura aos consumidores o atendimento pelos planos e seguros de saúde durante a vigência do estado de calamidade pública em razão da pandemia do coronavírus (Covid-19), reconhecida pelo Decreto Legislativo nº 06, de 2020. ",2020-04-15T13:08:00Z,camara,camara,David Miranda+Edmilson Rodrigues+Fernanda Melchionna+Ivan Valente+Luiza Erundina+Sâmia Bomfim+Talíria Petrone,RJ+PA+RS+SP+SP+SP+RJ,PSOL+PSOL+PSOL+PSOL+PSOL+PSOL+PSOL,Prioridade,Conclusiva,Relator não encontrado,333
2250299,PL,2067,"Altera a Lei nº 11.101, de 09 de fevereiro de 2005, para criar o Plano Extraordinário de Recuperação Judicial para Microempresas e Empresas de Pequeno Porte, no âmbito da vigência de situação de emergência ou de estado de calamidade pública. ",2020-04-22T11:27:00Z,camara,camara,Tiago Dimas,TO,SOLIDARIEDADE,Urgência,Plenário,Relator não encontrado,334
2250301,PL,2070,Dispõe sobre o Regime Jurídico Emergencial e Transitório para a regulação das Recuperações Judiciais e falências em trâmite no período da pandemia do Coronavírus (COVID-19). ,2020-04-22T12:02:00Z,camara,camara,Roberto Alves,SP,REPUBLICANOS,Urgência,Plenário,Relator não encontrado,335
2249948,PL,2012,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir reajustes de planos de saúde durante a emergência sanitária do coronavírus e vedar a negativa de atendimento no caso de inadimplência. ",2020-04-17T17:37:00Z,camara,camara,Alice Portugal,BA,PCdoB,Prioridade,Conclusiva,Relator não encontrado,336
2248035,PL,1859,"Altera a Lei 9.656 de 3 de junho de 1998 que dispõe sobre os planos e seguros privados de assistência à saúde que, em caráter excepcional, em razão da situação de emergência ou calamidade pública, ficam proibidos de cancelar o atendimento. ",2020-04-14T10:45:00Z,camara,camara,Perpétua Almeida,AC,PCdoB,Prioridade,Conclusiva,Relator não encontrado,337
2250904,PL,2300,Dispõe sobre a realização das avaliações do Exame Nacional do Ensino Médio (ENEM) de 2020 no período de Estado de emergência de saúde internacional ,2020-04-29T15:25:00Z,camara,camara,Roberto Alves,SP,REPUBLICANOS,Prioridade,Plenário,Relator não encontrado,338
2250732,PL,2230,"Dispõe sobre os reajustes dos planos e seguros
privados de assistência à saúde enquanto
perdurar a emergência de saúde pública de
importância internacional decorrente do
Coronavírus, nos termos da Lei nº 13.979, de 6
de fevereiro de 2020 dá outras providências."" ",2020-04-28T12:10:00Z,camara,camara,Alexandre Padilha+Jandira Feghali,SP+RJ,PT+PCdoB,Prioridade,Conclusiva,Relator não encontrado,339
2250648,PL,2202,"""Dispõe sobre a proibição aumento das contraprestações pecuniárias pagas a título de Plano Privado de Assistência a Saúde, estabelecido pela Lei 9.656, de 03 de junho de 1998, enquanto durar a Pandemia. ",2020-04-27T15:03:00Z,camara,camara,Jaqueline Cassol,RO,PP,Prioridade,Conclusiva,Relator não encontrado,340
2250459,PL,2137,"Altera a Lei nº 9.656, de 3 de junho de 1998, para estabelecer a proibição de aumento de preços e do corte de planos e seguros privados de assistência à saúde durante a pandemia de Covid-19. ",2020-04-23T13:33:00Z,camara,camara,Weliton Prado,MG,PROS,Prioridade,Conclusiva,Relator não encontrado,341
2252166,PL,2556,"Dispõe sobre a realização do Exame Nacional do Ensino Médio, Edição 2020, em suas versões impressa e digital, para estabelecer que o Enem não poderá ser aplicado antes do término do ano letivo pelas escolas públicas que ofertam ensino médio. ",2020-05-12T09:41:00Z,camara,camara,Natália Bonavides,RN,PT,Prioridade,Plenário,Relator não encontrado,342
2252577,PL,2623,Dispõe sobre o adiamento do Exame Nacional do Ensino Médio – ENEM enquanto durarem as medidas emergenciais ocasionadas pela pandemia do corovavírus. ,2020-05-13T17:22:00Z,camara,camara,Alice Portugal+Bira do Pindaré+Carlos Veras+Lídice da Mata+Natália Bonavides+Perpétua Almeida+Professora Dorinha Seabra Rezende+Professora Rosa Neide+Tabata Amaral,BA+MA+PE+BA+RN+AC+TO+MT+SP,PCdoB+PSB+PT+PSB+PT+PCdoB+DEM+PT+PDT,Prioridade,Plenário,Relator não encontrado,343
