cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa,foto
NA,5537,Dário Berger,MDB,SC,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg
NA,6027,Mecias de Jesus,REPUBLICANOS,RR,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg
NA,35,Jader Barbalho,MDB,PA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg
NA,739,Ciro Nogueira,PP,PI,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,5557,Mailza Gomes,PP,AC,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5557.jpg
NA,677,Roberto Rocha,PSDB,MA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,4770,Izalci Lucas,PSDB,DF,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5411,Weverton,PDT,MA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,5979,Leila Barros,PSB,DF,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5718,Eliziane Gama,CIDADANIA,MA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,5012,Randolfe Rodrigues,REDE,AP,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5525,Omar Aziz,PSD,AM,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg
NA,5899,Vanderlan Cardoso,PSD,GO,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg
NA,5967,Angelo Coronel,PSD,BA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5523,Otto Alencar,PSD,BA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg
NA,5352,Rogério Carvalho,PT,SE,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg
NA,5535,Telmário Mota,PROS,RR,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5783,Zenaide Maia,PROS,RN,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,Rodrigo Pacheco,DEM,MG,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5422,Marcos Rogério,DEM,RO,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5422.jpg
NA,5976,Eduardo Girão,PODEMOS,CE,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,6107,Felipe Francischini,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6107.jpg
NA,6269,Delegado Pablo,NA,NA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6269.jpg
NA,5836,Fernando Monteiro,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5836.jpg
NA,5648,Cacá Leão,NA,NA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5648.jpg
NA,6205,Cezinha de Madureira,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6205.jpg
NA,5719,Hildo Rocha,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5719.jpg
NA,4573,João Carlos Bacelar,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4573.jpg
NA,5330,Jhonatan de Jesus,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5330.jpg
NA,3765,Carlos Sampaio,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3765.jpg
NA,4642,Efraim Filho,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg
NA,5656,Enio Verri,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5656.jpg
NA,6036,Rui Falcão,NA,NA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6036.jpg
NA,5643,Felipe Carreras,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5643.jpg
NA,6098,Elias Vaz,NA,NA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6098.jpg
NA,6242,Eduardo Bismarck,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6242.jpg
NA,5543,Afonso Motta,NA,NA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5543.jpg
NA,5642,Bacelar,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5642.jpg
NA,6253,Eduardo Braide,NA,NA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6253.jpg
NA,6164,Paulo Ganime,NA,NA,Titular,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6164.jpg
NA,6233,Vinicius Poit,NA,NA,Suplente,CMMPV923,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6233.jpg
NA,4994,Eduardo Braga,MDB,AM,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg
NA,285,Marcio Bittar,MDB,AC,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg
NA,739,Ciro Nogueira,PP,PI,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,5998,Daniella Ribeiro,PP,PB,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,677,Roberto Rocha,PSDB,MA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,4770,Izalci Lucas,PSDB,DF,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5411,Weverton,PDT,MA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,5979,Leila Barros,PSB,DF,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5012,Randolfe Rodrigues,REDE,AP,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5718,Eliziane Gama,CIDADANIA,MA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,5899,Vanderlan Cardoso,PSD,GO,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg
NA,5990,Carlos Viana,PSD,MG,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,4560,Sérgio Petecão,PSD,AC,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,5927,Paulo Albuquerque,PSD,AP,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5927.jpg
NA,5352,Rogério Carvalho,PT,SE,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg
NA,5535,Telmário Mota,PROS,RR,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5783,Zenaide Maia,PROS,RN,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,Rodrigo Pacheco,DEM,MG,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,Jorginho Mello,PL,SC,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,945,Alvaro Dias,PODEMOS,PR,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg
NA,5976,Eduardo Girão,PODEMOS,CE,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,140,Wellington Roberto,PL,PB,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador140.jpg
NA,5205,Arthur Lira,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5205.jpg
NA,5265,Diego Andrade,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5265.jpg
NA,5809,Baleia Rossi,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5809.jpg
NA,5222,Arthur Oliveira Maia,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5222.jpg
NA,6042,Leur Lomanto Júnior,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6042.jpg
NA,5656,Enio Verri,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5656.jpg
NA,5820,Nilto Tatto,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5820.jpg
NA,6179,Felício Laterça,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6179.jpg
NA,6122,Nereu Crispim,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6122.jpg
NA,5311,Alessandro Molon,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5311.jpg
NA,6098,Elias Vaz,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6098.jpg
NA,5330,Jhonatan de Jesus,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5330.jpg
NA,6130,Silvio Costa Filho,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6130.jpg
NA,3765,Carlos Sampaio,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3765.jpg
NA,5824,Samuel Moreira,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5824.jpg
NA,2329,Wolney Queiroz,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2329.jpg
NA,5543,Afonso Motta,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5543.jpg
NA,6069,Léo Moraes,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6069.jpg
NA,6253,Eduardo Braide,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6253.jpg
NA,4727,Arnaldo Jardim,NA,NA,Titular,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4727.jpg
NA,6087,Paula Belmonte,NA,NA,Suplente,CMMPV925,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6087.jpg
NA,4994,Eduardo Braga,MDB,AM,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg
NA,285,Marcio Bittar,MDB,AC,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg
NA,739,Ciro Nogueira,PP,PI,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,5998,Daniella Ribeiro,PP,PB,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,677,Roberto Rocha,PSDB,MA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,4770,Izalci Lucas,PSDB,DF,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5411,Weverton,PDT,MA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,5979,Leila Barros,PSB,DF,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5012,Randolfe Rodrigues,REDE,AP,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5718,Eliziane Gama,CIDADANIA,MA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,5523,Otto Alencar,PSD,BA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg
NA,5967,Angelo Coronel,PSD,BA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5990,Carlos Viana,PSD,MG,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,5525,Omar Aziz,PSD,AM,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg
NA,5352,Rogério Carvalho,PT,SE,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg
NA,5535,Telmário Mota,PROS,RR,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5783,Zenaide Maia,PROS,RN,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,Rodrigo Pacheco,DEM,MG,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,Jorginho Mello,PL,SC,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,945,Alvaro Dias,PODEMOS,PR,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg
NA,5976,Eduardo Girão,PODEMOS,CE,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,6180,Vinicius Farah,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6180.jpg
NA,6119,Dr. Zacharias Calil,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6119.jpg
NA,6212,David Soares,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6212.jpg
NA,5656,Enio Verri,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5656.jpg
NA,5820,Nilto Tatto,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5820.jpg
NA,6179,Felício Laterça,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6179.jpg
NA,6122,Nereu Crispim,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6122.jpg
NA,5311,Alessandro Molon,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5311.jpg
NA,6098,Elias Vaz,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6098.jpg
NA,5330,Jhonatan de Jesus,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5330.jpg
NA,6130,Silvio Costa Filho,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6130.jpg
NA,3765,Carlos Sampaio,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3765.jpg
NA,5824,Samuel Moreira,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5824.jpg
NA,2329,Wolney Queiroz,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2329.jpg
NA,5543,Afonso Motta,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5543.jpg
NA,6069,Léo Moraes,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6069.jpg
NA,6253,Eduardo Braide,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6253.jpg
NA,6238,Enrico Misasi,NA,NA,Titular,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6238.jpg
NA,6190,Célio Studart,NA,NA,Suplente,CMMPV926,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6190.jpg
NA,4994,Eduardo Braga,MDB,AM,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg
NA,285,Marcio Bittar,MDB,AC,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg
NA,739,Ciro Nogueira,PP,PI,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,5998,Daniella Ribeiro,PP,PB,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,677,Roberto Rocha,PSDB,MA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,4770,Izalci Lucas,PSDB,DF,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5411,Weverton,PDT,MA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,5979,Leila Barros,PSB,DF,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5012,Randolfe Rodrigues,REDE,AP,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5718,Eliziane Gama,CIDADANIA,MA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,5899,Vanderlan Cardoso,PSD,GO,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg
NA,4560,Sérgio Petecão,PSD,AC,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,5927,Paulo Albuquerque,PSD,AP,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5927.jpg
NA,5385,Irajá,PSD,TO,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg
NA,5352,Rogério Carvalho,PT,SE,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg
NA,5535,Telmário Mota,PROS,RR,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5783,Zenaide Maia,PROS,RN,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,Rodrigo Pacheco,DEM,MG,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,Jorginho Mello,PL,SC,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,945,Alvaro Dias,PODEMOS,PR,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg
NA,5976,Eduardo Girão,PODEMOS,CE,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,6218,Zé Vitor,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6218.jpg
NA,5719,Hildo Rocha,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5719.jpg
NA,4642,Efraim Filho,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg
NA,6237,Kim Kataguiri,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6237.jpg
NA,5656,Enio Verri,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5656.jpg
NA,5820,Nilto Tatto,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5820.jpg
NA,6179,Felício Laterça,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6179.jpg
NA,6122,Nereu Crispim,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6122.jpg
NA,5311,Alessandro Molon,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5311.jpg
NA,6098,Elias Vaz,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6098.jpg
NA,5330,Jhonatan de Jesus,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5330.jpg
NA,6130,Silvio Costa Filho,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6130.jpg
NA,3765,Carlos Sampaio,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3765.jpg
NA,5824,Samuel Moreira,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5824.jpg
NA,2329,Wolney Queiroz,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2329.jpg
NA,5543,Afonso Motta,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5543.jpg
NA,6069,Léo Moraes,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6069.jpg
NA,6253,Eduardo Braide,NA,NA,Suplente,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6253.jpg
NA,6171,Joenia Wapichana,NA,NA,Titular,CMMPV927,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6171.jpg
NA,4994,Eduardo Braga,MDB,AM,Titular,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg
NA,285,Marcio Bittar,MDB,AC,Titular,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg
NA,739,Ciro Nogueira,PP,PI,Titular,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg
NA,5998,Daniella Ribeiro,PP,PB,Suplente,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,677,Roberto Rocha,PSDB,MA,Titular,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg
NA,4770,Izalci Lucas,PSDB,DF,Suplente,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5411,Weverton,PDT,MA,Titular,CMMPV928,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
